Outcome,Date,FAR,Protester,Summary,Category,Topic,Case Details,Comments,ID
"[""Denied""]","12/17/2021","16.505","Strategic Operational Solutions, Inc. | U.S. GAO","<div>Rather, both decisions involved evaluators who refused to rely on their personal knowledge in conducting a technical evaluation, which we concluded was unobjectionable because agencies are not generally required to consider extrinsic information in technical evaluations of proposals.&%23160; Id.&%23160; However, we have repeatedly concluded that, while an agency is not required to consider extrinsic information in the context of a technical evaluation, an agency’s evaluation is not limited to the four corners of an offeror’s proposal.&%23160; That is to say, an agency may choose to rely upon other extrinsic information of which it is aware.&%23160; See, e.g., Northrop Grumman Sys. Corp., B‑406411, B-406411.2, May 25, 2012, 2012 CPD ¶ 164 at 11 (agency did not err by considering extrinsic information about technical features of offerors’ proposals, even though solicitation indicated that “offerors shall assume that the government has no prior knowledge of their facilities and experience and will base its evaluation on the information presented in the offeror’s proposal”); Interfor US, Inc., B-410622, Dec. 30, 2014, 2015 CPD ¶ 19 at 6 (agency evaluators may reasonably consider personal knowledge regarding the capabilities of identified subcontractors to perform the work); but see Native Energy &amp; Tech., Inc., B-416783 et al., Dec. 13, 2018, 2019 CPD ¶ 89 at 5 (concluding that, while agencies may consider extrinsic evidence, they may not assume that an offeror will use a specific technical approach that is not included in an offeror’s proposal).&%23160; In this case, we do not believe the contracting officer erred in considering extrinsic information, to the extent that they did so.</div>","Post-Selection Procedures","[""Personal Knowledge in Evaluation""]","https://www.gao.gov/products/b-420159,b-420159.2,b-420159.3",,"111"
"[""Denied""]","06/20/2023","8.405-3","Leidos Inc, BAH l U.S. GAO","<div>The second paragraph complements the first. Where the first paragraph described the evaluation, the second described possible outcomes of that evaluation. When read in context, the second paragraph discussed the possibility of elimination due to inconsistencies between a price and technical volume or unreasonable pricing. However, this paragraph used permissive language--the agency “may eliminate” a vendor--and nothing in this paragraph otherwise required the agency to conduct a price realism evaluation. 
<br>
<br>As to the fourth paragraph, assuming for the sake of argument that it provided for a price realism evaluation as argued by the protester, we find that the use of the word “may” in the first sentence gave the agency discretion to evaluate quotations‑‑and to find quotations unacceptable‑‑for certain risks presented by offered prices. This permissive language is consistent with the other two relevant paragraphs discussed above, both of which maintain the agency’s discretion in deciding how to conduct its price analysis. Thus, when read together, we conclude that nothing in this section of the RFQ required the agency to conduct a price realism evaluation.</div>","Solicitation Integrity","[""Permissive Language""]","https://www.gao.gov/products/b-421524%2Cb-421524.2%2Cb-421524.3%2Cb-421524.4%2Cb-421524.5",,"112"
"[""Denied""]","12/19/2022","8.405-3","Guidehouse, Inc. | U.S. GAO","<div>Guidehouse also argues that the agency’s post hoc explanations are not manifested in the contemporaneous evaluation record and should be afforded no weight. Supp. Comments at 5. An agency is not required to document every single aspect of its evaluation, however, or explain why a proposal, or as here a quotation, did not receive a strength for a particular feature. Candor Solutions, LLC, B‑417950.5, B‑417950.6, May 10, 2021, 2021 CPD ¶ 199 at 7 n.7. Moreover, our decisions consistently have explained that we will not limit our review to contemporaneous evidence, but also will consider post‑protest explanations that provide a detailed rationale for contemporaneous conclusions, and simply fill in previously unrecorded details, when those explanations are credible and consistent with the contemporaneous record. Windstream Communications, B-409928, Sept. 9, 2014, 2014 CPD ¶ 271 at 4-5 n.5. Here, we find the agency’s post‑protest explanation to be consistent with the contemporaneous record, and note that it provides additional details regarding the evaluators’ findings and conclusions.</div>","Post-Selection Procedures","[""Post Protest Explanation""]","https://www.gao.gov/products/b-421132%2Cb-421132.2%23_ftnref8",,"114"
"[""Denied""]","10/16/2023","15.3","LPE Strategy, LLC | U.S. GAO","<div>Our Office will consider an agency’s post-protest explanations that fill in previously unrecorded details, provided those explanations are credible and consistent with the contemporaneous record. See, e.g., OGSystems, LLC, B-417026.5, B-417026.6, July 16, 2019, 2019 CPD ¶ 273 at 5; NWT, Inc.; PharmChem Labs., Inc., B-280988, B‑280988.2, Dec. 17, 1998, 98‑2 CPD ¶ 158 at 16. Here, we view the agency’s post-protest explanations as simply providing additional details regarding its contemporaneous evaluation.</div>","Post-Selection Procedures","[""Post Protest Explanation""]","https://www.gao.gov/products/b-421723.2%2Cb-421723.3%23mt=e-report",,"115"
"[""Dismissed""]","02/10/2023","16.505","Acclaim Systems LLC l U.S. GAO","<div>As noted, our jurisdiction is limited to procurements of federal agencies. AFDO is not a federal agency as defined by CICA and the protester does not contend that it is. While FDA executed a cooperative agreement with AFDO that provides funding for the procurement, nothing in the record demonstrates FDA involvement in the procurement other than providing funding via the cooperative agreement. Accordingly, since the procuring entity here is not a federal agency, we are without jurisdiction to consider the protest. Kimo Constructors Inc., B‑416162 et al., Apr. 23, 2018, 2018 CPD ¶ 148 at 2‑3 (GAO has no bid protest jurisdiction where the procuring entity is not a federal agency.).</div>","Regulatory Compliance and Jurisdiction","[""Protest Jurisdiction-Basis""]","https://www.gao.gov/products/b-421379%2Cb-421379.2",,"116"
"[""Sustained""]","03/01/2023","16.505","General Dynamics Information Technology, Inc. | U.S. GAO","<div>Agencies must evaluate proposals based on the solicitation’s stated evaluation factors and in a manner consistent with procurement laws and regulations.&%23160;See&%23160;DynCorp Int’l LLC, supra.&%23160;In contrast, our Office does not review as part of its bid protest function allegations that an agency’s evaluation did not comply with internal agency evaluation guidance or policies that are not contained in the terms of the solicitation or mandatory procurement regulations. See Trailboss&%23160;Enters., Inc., B‑415970,&%23160;et al., May 7, 2018, 2018 CPD ¶ 171 at 5. Here, the definitions for strengths and weaknesses and the adjectival ratings to be assigned to proposals under the evaluation factors were not disclosed in the RTOR. We therefore find that the protester’s argument that the agency was required to follow the definitions of strengths and significant strengths in the internal evaluation guide is not a valid basis of protest.[8]&%23160;See id.; 4 C.F.R. § 21.5(f).
<br>
<br>As discussed above, a challenge to an agency’s alleged failure to comply with internal agency evaluation guidance or policies that are not contained in the terms of the solicitation or mandatory procurement regulations is not a valid basis of protest. See Trailboss Enters., Inc., supra. Here, the solicitation did not state that the agency would exclude consideration of price from the evaluation of technical proposals.</div>","Regulatory Compliance and Jurisdiction","[""Protest Jurisdiction-Basis""]","https://www.gao.gov/products/b-421290%2Cb-421290.2",,"117"
"[""Denied""]","01/20/2023","8.405-3","Applied Insight, LLC | U.S. GAO","<div>This section provides general guidance for preparing quotations as well as specific instructions on format and content. Quoters’ quotations must include all information requested and must be submitted in accordance with these instructions. It is the Quoter’s responsibility to ensure the completeness of the quotation. Inconsistencies among the parts of each quotation shall be explained. Any unexplained inconsistency may raise a fundamental question of the Quoter’s understanding of the requirement and/or ability to perform. With respect to price, the burden of proof for price credibility rests with each Quoter. Failure to furnish a complete quotation, at the time of submission, may result in the quotation being eliminated from consideration for award.
<br>
<br>RFQ at 12 (emphasis added). In the protester’s view, the reference to “price credibility” corroborates its claim that the RFQ required the agency to perform a price realism evaluation. Protest at 22; Comments &amp;amp; Supp. Protest at 36. We disagree.
<br>
<br>We find that nothing in the above instructions amounts to an express statement that the agency would review prices to determine whether prices are so low that they reflect a lack of technical understanding, nor do the instructions warn vendors that a quotation could be rejected if its price was too low. Moreover, our Office has previously concluded that use of nearly identical “credibility” language in a solicitation did not call for a price realism evaluation. Specmat Techs., Inc., B‑414331.5, Nov. 29, 2017, 2017 CPD ¶ 370 at 7-8 (concluding solicitation did not otherwise provide for a price realism analysis, where it advised offerors that “the burden of proof for credibility of proposed prices rests with the offeror”).[5]</div>","Proposal Evaluation Process","[""Price Evaluations""]","https://www.gao.gov/products/b-421221%2Cb-421221.3%23mt=e-report",,"118"
"[""Denied""]","03/15/2023","16.505","Superior Optical Labs, Inc. I U.S. GAO","<div>FAR 15.404‑1(g)(2). The FAR does not identify the precise manner in which a contracting officer is to evaluate proposals for risk associated with unbalanced pricing. See id. Likewise, the solicitation did not specify a method for evaluating proposals for risk associated with unbalanced pricing. See RFP at 150‑151 (evaluation of proposals).
<br>
<br>Here, we find that the contracting officer considered the risk associated with the understated CLINs identified in PDS Consultants’ proposal, and reasonably concluded that there was no risk of paying unreasonably high prices during contract performance. As stated in the unbalanced pricing analysis, this procurement will result in a fixed‑price contract where PDS Consultants, not the government, will bear the risk associated with low pricing, and any increase in orders of the items covered by the understated CLINs will result in the government paying below‑market rates for those items. AR, Exh. 2, SSDD at 36. The agency further considered the risk that PDS Consultants may not be able to perform at the offered price and found no risk present. Id. at 38. In our view, the agency’s risk assessment of the understated CLINs was unobjectionable. See FAR 15.404‑1(g)(2).</div>","Proposal Evaluation Process","[""Price Evaluations""]","https://www.gao.gov/products/b-421311%2Cb-421311.2","Unbalanced pricing","119"
"[""Denied""]","09/30/2022","8.405-3","Async-Nu Microsystems, Inc. | U.S. GAO","<div>Price Realism Evaluation
<br>
<br>ANM argues that the agency failed to perform a price realism evaluation of the firms’ hourly rates. According to ANM, the RFQ required the agency to perform such an evaluation, and the protester maintains that, had the agency conducted such an evaluation, it would have concluded that Mobomo’s prices were unrealistically low.
<br>
<br>We find no merit to this aspect of ANM’s protest because the RFQ did not require--or even permit--the agency to perform a price realism evaluation. As a general rule, when awarding a fixed-price contract (or in this instance, establishing a fixed-unit-price BPA), agencies are only required to determine whether the prices are fair and reasonable. See Federal Acquisition Regulation (FAR) 15.402(a); 8.404(d); 8.405-2(d). Where there is no evaluation factor providing for the review of prices for realism, a determination that a firm’s prices are too low generally concerns a matter of responsibility. Dyncorp International, LLC, B-407762.3, June 7, 2013, 2013 CPD ¶ 160 at 8.
<br>
<br>We have recognized that, in certain limited circumstances, a solicitation that does not expressly call for a price realism evaluation may nonetheless require such an evaluation. However, we will only conclude that a solicitation contemplates a price realism evaluation where (1) the solicitation expressly states that the agency will review prices to determine whether they are so low that they reflect a lack of technical understanding, and (2) the solicitation states that a quotation can be rejected for offering unrealistically low prices. DynCorp International, LLC, supra at 9.
<br>
<br>Here, the RFQ does not include an express price realism evaluation factor. The protester directs our attention to certain language in the RFQ that it maintains requires a price realism evaluation, but the language at issue neither expressly states that the agency will review prices to determine whether they are so low that they reflect a lack of technical understanding, nor does it contemplate the rejection of a quotation for offering unrealistically low prices.</div>","Proposal Evaluation Process","[""Price Realism""]","https://www.gao.gov/products/b-419614.5%2Cb-419614.6%23mt=e-report",,"120"
"[""Denied""]","01/20/2023","8.405-3","Applied Insight, LLC | U.S. GAO","<div>Because the RFQ here did not expressly provide for a price realism analysis, the agency was not required, and indeed was not permitted, to conduct one. Jefferson Consulting Grp., LLC, supra at 12-13 (rejecting argument that agency was required to assess the realism of awardee’s “cut-rate price,” where the solicitation did not provide for a price realism evaluation). As such, this allegation is denied.</div>","Proposal Evaluation Process","[""Price Realism""]","https://www.gao.gov/products/b-421221%2Cb-421221.3%23mt=e-report",,"121"
"[""Denied""]","06/20/2023","8.405-3","Leidos Inc, BAH l U.S. GAO","<div>As an initial matter, we note that this competition was conducted under the FSS procedures of FAR subpart 8.4. RFQ at 4. The FAR explains that supplies offered on the schedule are listed at fixed prices, and services offered on the schedule are priced either at hourly rates or at a fixed price for performance of a specific task. FAR 8.404(d). Further, while the procedures of FAR part 15 were not used here, we note that as a general matter, when awarding a fixed-price contract, an agency is only required to determine whether offered prices are fair and reasonable. FAR 15.402(a). A price reasonableness determination focuses primarily on whether the offered prices are too high. Laboratory Corp. of America, B-407108, Nov. 5, 2012, 2012 CPD ¶ 313 at 5. In contrast, price realism contemplates whether offered prices are too low.
<br>
<br>Where a solicitation merely reserves the agency’s right to conduct a price realism evaluation, the agency is not obligated to conduct one.</div>","Proposal Evaluation Process","[""Price Realism""]","https://www.gao.gov/products/b-421524%2Cb-421524.2%2Cb-421524.3%2Cb-421524.4%2Cb-421524.5",,"122"
"[""Denied""]","08/14/2023","8.405-2","ManTech Advanced Systems International, Inc. | U.S. GAO","<div>More specifically, the purpose of a price realism evaluation is to determine whether proposed prices are so low that they are not realistic for the work to be performed; reflect a lack of clear understanding of the requirements of the solicitation; or are not consistent with the methods of performance described in the vendor’s technical proposal. FAR 15.404‑1(d); C.L. Price &amp; Assocs., Inc., B‑403476.2, Jan. 7, 2011, 2011 CPD ¶ 16 at 3. In other words, a price realism evaluation assesses whether a vendor is likely to be able to execute its proposed technical approach in the manner described at its proposed price. Octo Consulting Grp., Inc., B-416097.3, B-416097.4, Sept. 24, 2018, 2018 CPD ¶ 339 at 8.</div>","Proposal Evaluation Process","[""Price Realism""]","https://www.gao.gov/products/b-421560.4%23mt=e-report",,"123"
"[""Denied""]","02/07/2023","16.505","Computer World Services Corporation | U.S. GAO","<div>Based on our review of the record, we find nothing unreasonable regarding the agency’s evaluation. While the agency did respond in a Q&amp;A that it is not recommended to replace all the incumbent resources, the agency also noted that “the vendor can staff based off their approach.” TORP at 175. In addition, as noted above, the TORP required that offerors demonstrate their approach to retain, recruit, and train staff, as well as their “[a]bility to integrate new staff with no disruption and minimal to no ramp‐up time.” TORP at 343. Consequently, the TORP did not require that offerors retain all incumbent personnel, nor did it require that offerors propose incumbent staff in key positions.</div>","Solicitation Integrity","[""Q&A Process""]","https://www.gao.gov/products/b-420777.2%2Cb-420777.3%23mt=e-report",,"124"
"[""Dismissed""]","12/21/2022","16.505","Erimax Inc. | U.S. GAO","<div>In addition, notwithstanding the protester’s assertion that the policy documents identified above were required to be used by the agency to evaluate quotations, GAO does not review as part of its bid protest function an agency’s compliance with internal guidance or policies that are not contained in mandatory procurement regulations. See Trailboss Enterprises, Inc., B‑415970, et al., May 7, 2018, 2018 CPD ¶ 171 at 5; All Points Logistics, Inc., B‑407273.53, June 10, 2014, 2014 CPD ¶ 174 at 10 n.10. Accordingly, ERIMAX’s supplemental protest fails to state a valid legal basis and is dismissed. 4 C.F.R. § 21.1(c)(4).</div>","Regulatory Compliance and Jurisdiction","[""Regulations vs. Policy""]","https://www.gao.gov/products/b-421141%2Cb-421141.2%2Cb-421141.3%23mt=e-report",,"125"
"[""Dismissed"",""Denied""]","03/31/2020","16.505","General Dynamics Information Technology, Inc. | U.S. GAO","<div>The RFP also included detailed instructions for calculating an offeror’s total proposed cost/price, which was to be the sum of the GSM-O II Pricing Template, Task Order 001, and Task Order 002. RFP § M at 9. With regard to the GSM-O II Pricing Template, the agency would calculate the proposed price using the offeror’s FFP rates (with profit) for each labor category multiplied by the government-estimated labor hours for each labor category, which were not provided in the solicitation</div>","Innovation","[""Rates Only""]","https://www.gao.gov/assets/b-417616.2.pdf",,"126"
"[""Denied""]","10/26/2022","16.505","Securitas | U.S. GAO","<div>With regard to price, the RFP advised offerors that total evaluated price would be “automatically calculated within the Price Workbook,” which “represents the Government’s estimated quantity of work across all job types.” Id. at 20. The price workbook stated that the “estimated order quantities” of tasks “represent about half of the Government’s first-year requirement.” AR, Tab 29, Amended Price Workbook. Technical exhibit F provided “the estimated level of effort” per task. See RFP at 19; AR, Tab 19, Technical Exhibits at 41, Technical Exhibit F&%2358; Units of Work (UOW) Table. While the RFP did not specify the total number of UOWs required, the agency</div>","Innovation","[""Rates Only""]","https://www.gao.gov/assets/730/723705.pdf",,"127"
"[""Dismissed""]","12/20/2023","8.405-3","Eagle Hill Consulting, LLC | U.S. GAO","<div>Eagle Hill next argues that FEMA unreasonably failed to consider certain information in its pricing spreadsheet, such as Eagle Hill’s proposed number of labor hours. The protester further contends that the agency’s failure to inform vendors that some information was no longer required prevented vendors from competing intelligently and on an equal basis. Supp. Protest at 6. In this regard, the protester explains that it submitted a quotation containing a complete pricing spreadsheet, including the proposed number of labor hours, that it “understood the [s]olicitation to require evaluation of all its submitted information,” and that it was unreasonable for the agency to disregard some of the information contained in the spreadsheet. Id. at 4, 6.
<br>
<br>As explained above, the amended RFQ provided that hourly labor rates proposed in the pricing spreadsheet would be applied to the agency’s own estimated number of hours for each labor category. RFQ at 7. All vendors were thus advised that their proposed hourly labor rates--but not their proposed labor hours--would be used for the agency’s price evaluation. Where there is no dispute that all vendors were advised of the amendment to the agency’s price evaluation scheme, there is no basis for the protester’s contention that the agency did not permit all vendors to compete intelligently and on an equal basis.[7] This protest ground is dismissed.[8]</div>","Innovation","[""Rates Only""]","https://www.gao.gov/products/b-421938.2%2Cb-421938.3%23mt=e-report",,"128"
"[""Denied""]","06/15/2015","8.405-2","Technical Professional Services I U.S. GAO","<div>To the contrary, the plain language of FAR § 8.405-2(c)(3)(iii) defines the number of vendors that is practicable to solicit as that which is necessary “to reasonably ensure that quotes will be received from at least three contractors that can fulfill the requirement.” Furthermore, given the Act’s emphasis on obtaining competition from at least three vendors, our reading of the regulation as requiring agencies to solicit as many vendors as reasonably necessary to ensure that the agency receives at least three quotes or otherwise establish that the agency cannot reasonably identify additional vendors, is consistent with the underlying purpose of the Act.
<br>
<br>The protester notes that we have held that an agency does not “promote competition to the maximum extent practicable,” as required by FAR § 13.104, where the agency deliberately fails to solicit a firm that has expressed interest in competing for a requirement and there is no reasonable basis to question the firm’s ability to meet the agency’s needs. Id. at 10 (citing, e.g.,
<br>Solutions Lucid Group, LLC, B-400967, April 2, 2009, 2009 CPD ¶ 64 at 3-4). These decisions, however, are inapposite to the instant matter since FAR § 8.405-2(c)(3)(iii), unlike FAR § 13.104, does not direct agencies to obtain competition to the “maximum extent practicable.” Rather, as discussed above, for proposed orders exceeding the simplified acquisition threshold, section 8.405-2(c)(3)(iii) directs agencies to solicit “as many contractors as practicable,” with a practicable number of contractors being a number reasonably sufficient to ensure that the agency receives at least three quotes. Given that the regulation plainly sets forth the parameters of what is a practicable number of vendors to solicit, we decline to interpret the provision as requiring anything more.</div>","Solicitation Integrity","[""Part 8 Competition""]","https://www.gao.gov/assets/b-410640.2.pdf",,"129"
"[""Denied""]","03/15/2022","16.505","Superior Optical Labs, Inc. I U.S. GAO","<div>Determinations of responsibility involve subjective business judgments that are within the broad discretion of the contracting agency.&%23160;Huffman Bldg., P, LLC, B‑418752, Aug. 21, 2020, 2020 CPD ¶ 288 at 5. Our Office generally will not consider a protest challenging an agency’s affirmative determination of an offeror’s responsibility. 4 C.F.R. § 21.5(c). However, we will review a challenge to an agency’s affirmative responsibility determination where the protester presents specific evidence that, in reaching a particular responsibility determination, the contracting officer unreasonably failed to consider available relevant information or otherwise violated statute or regulation.&%23160;Id.;&%23160;see also&%23160;FCi Fed., Inc., B‑408558.4&%23160;et al., Oct. 20, 2014, 2014 CPD ¶ 308 at 7.</div>","Vendor Qualification and Experience","[""Responsibility""]","https://www.gao.gov/products/b-421311%2Cb-421311.2",,"130"
"[""Denied""]","07/24/2023","15.3","B&B Medical Services, Inc. l U.S. GAO","<div>Our Office generally will not consider a protest challenging an agency’s affirmative determination of an offeror’s responsibility. 4 C.F.R. § 21.5(c). Absent a definitive responsibility criterion, we will only hear a protest challenging an agency’s affirmative responsibility determination where the protester presents specific evidence that the contracting officer may have ignored information that, by its nature, would be expected to have a strong bearing on whether the awardee should be found responsible. The Logistics Company, Inc., B‑419932.3, May 26, 2022, 2022 CPD ¶ 133 at 8. The information in question must concern very serious matters, for example, potential criminal activity or massive public scandal. Id.; IBM Corp., B‑415798.2, Feb. 14, 2019, 2019 CPD ¶ 82 at 11. Where the record shows, however, that the contracting officer was aware of the facts or allegations identified by the protester, we will generally not review an allegation that the contracting officer should have found the awardee nonresponsible based on those facts or allegations. See DynCorp Int’l LLC, B‑411126.4 et al., Dec. 20, 2016, 2017 CPD ¶ 333 at 25.</div>","Vendor Qualification and Experience","[""Responsibility""]","https://www.gao.gov/products/b-414471.7%2Cb-414471.8%2Cb-414471.9",,"131"
"[""Denied""]","03/07/2022","15.3","Spatial Front, Inc. | U.S. GAO","<div>A contracting agency has the discretion to determine its needs and the best methods to accommodate them. JLT Group, Inc., B-402603.2, June 30, 2010, 2010 CPD ¶ 181 at 2. Although a contracting agency must solicit offers in a manner designed to achieve full and open competition, and may include restrictive provisions only to the extent necessary to satisfy the agency’s minimum needs, an agency is not required to construct procurements in a manner that neutralizes the competitive advantages of some potential offerors. Staveley Instruments, Inc., B‑259548.3, May 24, 1995, 95-1 CPD ¶ 256 at 3-4. Further, where requirements relate to issues of national security, an agency has the discretion to define solicitation requirements to achieve not just reasonable results, but the highest possible reliability and/or effectiveness. E.g. Nova Constructors, LLC, B-410761, Jan. 21, 2015, 2015 CPD ¶ 51 at 4. Our office will examine the adequacy of the agency’s justification for allegedly restrictive provisions to ensure that such justifications are rational and can withstand logical scrutiny. See, e.g., Nexagen Networks, Inc., B-411209.7, June 20, 2016, 2016 CPD ¶ 164 at 4. We have recognized that consolidation of contract requirements may be reasonably justified where consolidation creates significant cost savings or operational efficiencies. See, e.g., U.S. Electrodynamics, Inc., B-403516, B‑403516.2, Nov. 12, 2010, 2010 CPD ¶ 275 at 9.</div>","Solicitation Integrity","[""Restrictive Provisions""]","https://www.gao.gov/products/b-420377",,"132"
"[""Denied""]","01/10/2023","13.5","Garret Electronics, Inc. | COFC No. 22-cv-807","<div>This Court emphasizes, however, that the FPS need not strictly abide by the procedures outlined in FAR Part 15. The Solicitation was conducted in accordance with FAR 13.5, titled &quot;Simplified Procedures for Certain Commercial Products and Commercial Services.&quot; FAR 13.5. HN19 The purpose of these simplified acquisition procedures &quot;is to vest contracting officers with additional procedural discretion and flexibility&quot; [**69]&%23160; so that acquisitions may proceed &quot;in a simplified manner that maximizes efficiency and economy and minimizes burden and administrative costs for both the Government and industry.&quot; FAR 13.500(a). Though the contracting officer is constrained by the requirement of fairness, FAR Part 13 nonetheless affords &quot;discretion and flexibility&quot; to contracting officers. See Seaborn Health Care, Inc. v. United States, 55 Fed. Cl. 520, 526-27 (2003) (&quot;[T]he emphasis under [FAR Part 13] is on flexibility and discretion, not formal requirements.&quot;); see also Colonna's Shipyard, 152 Fed. Cl. at 640 (FAR Part 13.5 &quot;reduces an agency's procedural requirements for reviewing offerors' proposals&quot;); Dubinsky v. United States, 43 Fed. Cl. 243, 254 (1999) (noting, in dicta, that if &quot;simplified procedures under Part 13&quot; were used, &quot;many of plaintiff's concerns about the conduct of discussions in this procurement would be irrelevant&quot;). At a basic level, &quot;[t]he simplified acquisition procedures in Part 13 allow contracting officers considerable flexibility in the contract award process.&quot; Dubinsky, 43 Fed. Cl. at 254. Therefore, though this Court intends to use jurisprudence regarding FAR Part 15 as a guide, this Court will not ignore the enhanced flexibility contracting officers receive in procurements under FAR Part 13.</div>","Regulatory Compliance and Jurisdiction","[""FAR 13.5""]","https://ecf.cofc.uscourts.gov/cgi-bin/show_public_doc?2022cv0807-40-0",,"133"
"[""Denied""]","09/10/2007","8.405-2","DATA MANAGEMENT SERVICES JOINT VENTURE | COFC No 07-597C","<div>The offerors were permitted, in making oral presentations, to submit presentation slides. Plaintiff,&%23160; [**22] we believe, misconstrues the use of those slides. While the RFQ permitted offerors to use slides as aids to the oral presentation, it neither required them, nor prevented a presenter from making assertions beyond the slides. It merely cautioned presenters that the TET would only consider slides which had actually been discussed during the oral presentation. Plaintiff, instead, asserts that the possibility of the use of slides demonstrates such an emphasis on written materials that it should have been improper to make assertions beyond what was contained in the slides. That approach cannot be supported from the RFQ. While the use of oral representations presents problems with respect to transparency, the approach, made clear in the RFQ, would be pointless if nothing substantive could be brought forth unless previously included in a slide.</div>","Post-Selection Procedures","[""Slides""]","https://www.wifcon.com/cofc/07-597c.pdf",,"134"
"[""Denied""]","09/10/2007","8.405-2","DATA MANAGEMENT SERVICES JOINT VENTURE | COFC No 07-597C","<div>The offerors were permitted, in making oral presentations, to submit presentation slides. Plaintiff,&%23160; [**22] we believe, misconstrues the use of those slides. While the RFQ permitted offerors to use slides as aids to the oral presentation, it neither required them, nor prevented a presenter from making assertions beyond the slides. It merely cautioned presenters that the TET would only consider slides which had actually been discussed during the oral presentation. Plaintiff, instead, asserts that the possibility of the use of slides demonstrates such an emphasis on written materials that it should have been improper to make assertions beyond what was contained in the slides. That approach cannot be supported from the RFQ. While the use of oral representations presents problems with respect to transparency, the approach, made clear in the RFQ, would be pointless if nothing substantive could be brought forth unless previously included in a slide.</div>","Vendor Qualification and Experience","[""Staffing Estimates""]","https://www.wifcon.com/cofc/07-597c.pdf",,"135"
"[""Denied""]","08/31/2023","8.405-2","Harmonia Holdings Group, LLC | COFC","<div>The parties next disagree about plaintiff’s reliance on SDS International and Ginn Group to support its claim this court has found “downgrading based on an estimate in all instances is evidence of mechanical application of the estimate.” Pl.’s MJAR at 14. In both SDS International and Ginn Group, the protesters challenged the agency’s reliance on an undisclosed estimate. SDS Int’l v. United States, 48 Fed. Cl. 742, 758 (2001); Ginn Grp., Inc. v. United States, 159 Fed. Cl. 593, 605–06 (2022). In this case, plaintiff disputes the agency’s use of a disclosed estimate. The agency disclosed the estimate in response to a question Harmonia asked. AR at 94 (Harmonia Questions Submission Email); AR at 113 (Second FMCSA Resps.). Plaintiff acknowledges SDS International is different from the present case, Tr. at 32&%2358;16–24, and it has not provided a case in which this court has held an agency may not rely on a disclosed estimate.3&%23160; See Pl.’s MJAR; Pl.’s MJAR Resp. &amp; Reply. An agency’s reliance on an undisclosed estimate is entirely different than the agency’s reliance on a disclosed estimate, as bidders are on notice and can explain deviations in their proposals. The bidders here were on notice the agency anticipated seven FTEs would be optimal for completion of the solicited work. See AR at 113 (Second FMCSA Resps.). Harmonia was particularly on notice because it asked a question regarding the agency’s anticipated number of FTEs and labor categories, and the agency responded directly. AR at 94 (Harmonia Questions Submission Email); AR at 113 (Second FMCSA Resps.). The Court disagrees with plaintiff’s assertion it is a “red herring” to consider the disclosed nature of the estimate. See Pl.’s MJAR Resp. &amp; Reply at 6. The bidders’ knowledge of the agency’s estimated FTEs supports the agency’s application of the estimate. The TEP used the disclosed staffing estimate to ensure each bidder would be able to successfully complete the solicited work. If the bidder did not propose a sufficient team, the TEP considered whether the bidder provided explanation for its decision to deviate from the estimate. AR at 360 (Harmonia Evaluation); AR at 364 ([XXX] Evaluation). The disclosed nature of the staffing estimate is meaningful for the Court’s evaluation of the agency’s application of the estimate. The Court therefore finds SDS International and Ginn Group are distinguishable. The Court holds there was a rational basis for the TEP to look for an explanation from the bidders who deviated from the staffing estimate because each bidder was on notice of the estimate. See Allied Tech., 649 F.3d at 1326.</div>","Vendor Qualification and Experience","[""Staffing Estimates""]","https://ecf.cofc.uscourts.gov/cgi-bin/show_public_doc?2023cv0680-53-0",,"136"
"[""Denied""]","01/06/2023","16.505","MicroTechnologies, LLC | U.S. GAO","<div>The evaluation of technical proposals, including determinations regarding the magnitude and significance of evaluated strengths and weaknesses, is a matter largely within the agency’s discretion, and a protester’s disagreement with the agency’s judgment, without more, does not establish a basis for our Office to sustain a protest. Pemco Aeroplex, Inc., B‑310372, Dec. 27, 2007, 2008 CPD ¶ 2 at 10. Our Office will not disturb an agency’s evaluation of technical proposals unless it is shown to be unreasonable or inconsistent with the solicitation’s evaluation criteria. Wilson 5 Serv. Co., Inc., B‑407047, Oct. 18, 2012, 2012 CPD ¶ 339 at 4. Further, an agency is not required to document determinations of adequacy or explain in the evaluation record why it did not assess a strength, weakness, or deficiency for a particular item. Booz Allen Hamilton, Inc., B‑417418 et al., July 3, 2019, 2019 CPD ¶ 246 at 17.</div>","Post-Selection Procedures","[""Subjectivity""]","https://www.gao.gov/products/b-420196.3%2Cb-420196.4%23mt=e-report",,"137"
